23,5292,857,66,171,1,1989
22,242,1303,81,172,0,0
22,182,1376,81,172,0,0
21,1252,595,176,74,1,1986
21,2773,636,216,502,1,1983
21,2431,964,35,2,0,0
20,2967,612,331,28,2,1970
20,5498,984,344,299,1,1966
20,2741,1093,36,43,0,0
20,561,1091,36,43,0,0
19,141,296,110,142,1,1986
19,2333,647,434,129,2,1992
19,2040,182,220,156,1,1992
19,3307,415,62,255,1,1979
19,3916,267,108,241,1,1989
19,2954,235,205,129,2,1982
18,2055,269,24,161,1,1981
18,5171,401,89,108,1,1990
18,5867,348,305,210,1,1990
18,3453,237,145,199,0,0
18,986,565,173,337,1,1983
18,3139,779,426,419,1,1997
18,4164,1062,225,199,1,1981
18,5536,347,59,273,1,1983
18,4725,697,89,181,1,1987
18,4408,378,25,199,1,1990
18,5634,915,33,35,1,1982
18,5232,185,349,67,1,1997
18,4822,271,176,359,0,0
18,4566,277,176,359,1,1970
17,4401,193,399,397,1,1963
17,1183,713,37,77,1,1962
17,1538,505,110,176,1,1988
17,2786,868,141,343,2,1958
17,4060,178,423,248,1,1980
17,858,338,181,84,2,1986
17,4503,529,133,217,1,1985
17,3543,129,175,41,1,1975
17,5495,1776,88,300,1,1955
17,4694,596,61,60,1,1993
17,3120,265,242,464,1,1973
17,5534,424,51,74,1,1973
17,2159,465,285,130,1,1987
17,2345,739,192,110,1,1985
17,1777,336,233,192,1,1993
17,4480,178,294,463,2,1982
17,5780,281,96,88,1,1973
17,3242,1419,75,77,1,1987
17,3425,327,420,426,1,1954
17,3444,3261,66,66,0,0
16,4822,379,414,191,1,1970
16,2577,177,69,219,1,1978
16,884,172,69,159,2,1991
16,2629,249,49,174,1,1975
16,94,230,87,127,2,1988
16,206,277,195,44,1,1962
16,1236,747,194,59,1,1980
16,1068,299,344,462,1,1982
16,5904,1056,305,182,1,1989
16,4707,2065,3,145,0,0
16,2447,1297,117,499,1,1986
16,2150,2120,3,145,0,0
15,2016,654,125,50,1,1968
15,1521,4846,3,342,0,0
15,5594,206,325,344,1,1990
15,4891,4863,3,342,0,0
15,1871,607,40,346,1,1975
15,2465,4875,3,342,0,0
15,3386,2744,112,499,2,1994
15,2346,301,170,120,1,1977
14,2465,369,76,3,0,0
14,3453,149,74,133,2,1981
14,2438,758,21,202,1,1995
14,4784,578,50,26,1,1994
14,2571,1086,106,75,1,1958
14,5742,1180,191,94,1,1978
14,2641,666,77,59,1,1989
14,2941,865,211,192,1,1959
13,474,641,359,211,1,1990
13,1542,392,211,176,1,1990
13,5385,195,320,32,1,1967
13,4994,366,81,286,1,1986
13,5742,206,66,191,1,1985
13,3841,284,197,195,1,1987
13,3489,541,402,262,1,1988
13,1733,404,123,260,1,1992
13,694,196,96,233,1,1942
13,4578,610,532,609,1,1990
13,2980,342,283,91,1,1983
13,1256,1608,300,88,1,1955
12,4578,623,609,532,1,1990
12,3911,20221,52,39,1,1971
12,5241,317,17,69,1,1974
12,5078,243,98,50,1,1984
12,2358,658,486,227,1,1990
12,1963,467,349,141,2,1963
12,1304,537,227,314,2,1992
12,4783,176,48,359,1,1987
12,5471,683,138,113,1,1987
12,713,388,181,264,1,1978
12,2283,542,611,615,0,0
12,4753,734,413,420,2,1986
12,3871,400,337,211,1,1977
12,142,744,346,49,1,1963
12,2646,867,77,202,1,1984
12,1925,297,241,32,1,1990
12,2334,859,4,39,2,1987
11,1354,1646,35,62,2,1987
11,2585,200,322,121,1,1989
11,3632,195,286,49,1,1977
